ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET
5008671,M,Y,N,0,286800.0,Working,Secondary / secondary special,Married,House / apartment,-8212,-4727,1,1,0,0,Low-skill Laborers,1,1
5008672,F,N,N,0,151800.0,Pensioner,Incomplete higher,Married,House / apartment,-20042,365243,1,1,0,0,Private service staff,2,0
5008673,M,N,N,0,401300.0,Working,Higher education,Civil marriage,House / apartment,-19977,0,1,0,1,0,Managers,2,1
5008674,M,N,N,0,370700.0,Commercial associate,Secondary / secondary special,Married,With parents,-19945,0,1,0,0,0,Medicine staff,1,1
5008675,F,N,Y,1,415500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17845,-1217,1,0,1,0,IT staff,2,1
5008676,F,N,Y,0,173600.0,Working,Secondary / secondary special,Married,House / apartment,-12916,-740,1,0,0,0,Laborers,2,1
5008677,F,Y,Y,0,152900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9909,-3042,1,0,1,1,High skill tech staff,1,0
5008678,F,Y,Y,1,329400.0,Working,Higher education,Married,House / apartment,-8272,-709,1,1,1,1,Cooking staff,3,1
5008679,F,Y,Y,1,363700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8874,-4226,1,0,0,1,Sales staff,3,1
5008680,M,N,Y,0,256300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15321,0,1,1,0,0,Secretaries,1,0
5008681,F,Y,N,0,419400.0,Working,Secondary / secondary special,Married,House / apartment,-18752,-2889,1,0,0,0,Low-skill Laborers,1,1
5008682,F,N,N,1,150800.0,Student,Secondary / secondary special,Married,House / apartment,-7952,-3590,1,1,1,0,Private service staff,3,0
5008683,F,Y,Y,1,329000.0,State servant,Secondary / secondary special,Married,House / apartment,-8570,-3599,1,0,0,1,Cleaning staff,3,1
5008684,M,N,N,0,264800.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-15055,365243,1,0,0,1,Sales staff,2,1
5008685,M,Y,Y,0,142200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15171,-7531,1,0,0,0,Core staff,2,0
5008686,F,N,Y,0,346800.0,Pensioner,Higher education,Married,House / apartment,-17149,365243,1,0,1,0,High skill tech staff,2,1
5008687,M,Y,Y,0,140000.0,Commercial associate,Secondary / secondary special,Married,With parents,-14312,-1897,1,0,1,0,Cooking staff,2,0
5008688,M,N,Y,2,296300.0,Working,Higher education,Married,House / apartment,-20914,-3189,1,0,0,1,Medicine staff,4,1
5008689,F,N,Y,2,344200.0,Working,Higher education,Single / not married,House / apartment,-17004,-1279,1,0,0,0,Drivers,4,1
5008690,F,N,Y,1,116800.0,Working,Secondary / secondary special,Married,Co-op apartment,-23166,-3186,1,0,1,0,Realty agents,3,1
5008691,M,N,Y,0,341800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16073,365243,1,0,1,0,Low-skill Laborers,2,1
5008692,M,N,Y,3,214100.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-8047,-2808,1,0,1,0,Managers,5,1
5008693,M,Y,Y,0,202900.0,Working,Secondary / secondary special,Married,House / apartment,-21880,-6004,1,1,0,0,Secretaries,1,1
5008694,F,N,N,3,190600.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-24640,0,1,0,0,0,IT staff,5,0
5008695,F,N,Y,1,437600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20031,365243,1,0,0,0,Core staff,2,1
5008696,M,N,Y,1,267700.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13834,-3510,1,0,1,0,Cooking staff,2,0
5008697,M,N,Y,0,174300.0,Working,Secondary / secondary special,Married,House / apartment,-14291,-6735,1,0,0,0,Drivers,2,1
5008698,M,N,Y,0,398500.0,Working,Secondary / secondary special,Married,House / apartment,-14468,-4043,1,0,0,0,Accountants,2,1
5008699,M,Y,Y,0,362200.0,Working,Higher education,Married,House / apartment,-12801,-4720,1,0,1,0,HR staff,1,1
5008700,M,Y,Y,0,256400.0,Working,Secondary / secondary special,Married,House / apartment,-18584,-1983,1,0,1,0,Managers,2,1
5008701,F,Y,N,0,262900.0,Working,Secondary / secondary special,Married,House / apartment,-11580,-2692,1,0,1,0,Waiters/barmen staff,2,0
5008702,M,N,N,0,119000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22451,-5497,1,0,0,0,High skill tech staff,2,0
5008703,M,Y,N,0,191900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16594,-3612,1,0,0,1,Accountants,2,1
5008704,F,Y,N,2,162400.0,Working,Higher education,Civil marriage,House / apartment,-12181,0,1,1,0,1,Managers,4,1
5008705,F,N,Y,0,233400.0,Commercial associate,Higher education,Separated,House / apartment,-9410,-1944,1,0,1,0,Low-skill Laborers,1,1
5008706,M,Y,Y,1,198500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20017,365243,1,0,0,0,Cleaning staff,2,1
5008707,M,Y,Y,0,220600.0,State servant,Higher education,Married,Rented apartment,-12052,-1936,1,0,1,0,Cooking staff,2,1
5008708,M,N,Y,1,249100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22154,365243,1,0,0,0,Waiters/barmen staff,3,1
5008709,M,N,Y,1,117600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19236,-845,1,0,1,0,Accountants,3,1
5008710,F,N,Y,1,169600.0,Working,Higher education,Married,House / apartment,-20908,-1395,1,0,0,0,Realty agents,3,0
5008711,M,Y,N,0,300000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11529,-2463,1,0,1,0,IT staff,1,0
5008712,F,N,Y,0,197800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9542,-4314,1,0,0,0,Managers,2,0
5008713,F,N,N,0,282500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14494,-7425,1,0,1,0,Sales staff,2,1
5008714,M,Y,N,4,388500.0,State servant,Secondary / secondary special,Married,House / apartment,-24566,-576,1,0,1,0,HR staff,6,1
5008715,M,Y,Y,0,314500.0,Working,Higher education,Single / not married,With parents,-15602,-2972,1,0,0,1,IT staff,2,1
5008716,M,Y,Y,1,136100.0,Pensioner,Higher education,Married,House / apartment,-19328,365243,1,0,0,0,Laborers,3,0
5008717,M,N,Y,0,104200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23676,-2433,1,0,1,1,Cooking staff,2,0
5008718,F,Y,Y,0,237400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11753,-3553,1,0,0,0,HR staff,1,1
5008719,M,N,N,0,174600.0,State servant,Secondary / secondary special,Married,Rented apartment,-14662,-2244,1,0,0,1,Secretaries,1,0
5008720,F,N,N,0,234700.0,Working,Higher education,Single / not married,House / apartment,-17097,-1287,1,0,0,0,Managers,1,0
5008721,F,N,Y,0,177600.0,Working,Secondary / secondary special,Married,House / apartment,-25157,-1024,1,0,0,0,Drivers,1,1
5008722,F,Y,Y,0,138100.0,State servant,Incomplete higher,Married,House / apartment,-21593,-2865,1,0,1,0,Low-skill Laborers,2,1
5008723,F,N,N,0,335200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9339,-5873,1,0,0,1,Low-skill Laborers,1,1
5008724,F,N,Y,0,242900.0,Working,Secondary / secondary special,Married,House / apartment,-21041,-1796,1,0,1,0,Core staff,1,0
5008725,F,Y,N,2,188600.0,Working,Secondary / secondary special,Married,House / apartment,-24964,-2739,1,0,1,1,Low-skill Laborers,3,1
5008726,F,N,Y,0,232100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20129,-46,1,0,1,1,Security staff,1,0
5008727,M,Y,Y,0,509100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13995,365243,1,0,0,0,Accountants,2,1
5008728,M,Y,Y,0,90500.0,Working,Secondary / secondary special,Married,House / apartment,-11604,-2146,1,0,0,0,Secretaries,2,0
5008729,M,Y,Y,2,212500.0,Working,Higher education,Married,House / apartment,-22994,-3899,1,0,0,0,IT staff,3,1
5008730,M,Y,Y,0,198000.0,Student,Secondary / secondary special,Married,House / apartment,-8826,-2495,1,1,0,0,Cleaning staff,2,1
5008731,F,Y,Y,2,200800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22807,-1544,1,1,0,0,Sales staff,3,0
5008732,M,N,Y,0,371000.0,Working,Secondary / secondary special,Married,House / apartment,-17999,-2474,1,1,0,0,HR staff,1,1
5008733,F,N,N,0,179200.0,State servant,Higher education,Married,House / apartment,-13670,-398,1,0,0,0,HR staff,2,0
5008734,F,N,Y,0,107300.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-9975,365243,1,0,0,0,Cleaning staff,2,1
5008735,M,N,N,0,221100.0,Commercial associate,Higher education,Married,House / apartment,-15857,-2829,1,0,1,1,IT staff,2,1
5008736,F,N,Y,0,282800.0,Commercial associate,Academic degree,Separated,Rented apartment,-12271,0,1,0,0,1,Realty agents,2,1
5008737,M,Y,N,0,194600.0,Working,Higher education,Married,With parents,-14225,-1501,1,1,0,0,Managers,1,0
5008738,F,Y,Y,4,386600.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15503,0,1,1,0,0,Private service staff,6,0
5008739,F,Y,N,1,217900.0,Working,Secondary / secondary special,Married,Co-op apartment,-24778,0,1,0,0,1,Security staff,3,0
5008740,M,N,Y,2,291700.0,State servant,Secondary / secondary special,Married,House / apartment,-16386,-20,1,0,0,0,Waiters/barmen staff,4,0
5008741,F,N,Y,2,407900.0,Working,Higher education,Married,House / apartment,-15747,-3583,1,0,0,1,Accountants,4,1
5008742,M,N,N,0,189900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20069,-1675,1,0,1,0,High skill tech staff,2,0
5008743,F,Y,Y,2,280800.0,Pensioner,Lower secondary,Married,House / apartment,-24080,365243,1,1,0,0,Security staff,4,0
5008744,F,N,N,0,232900.0,Commercial associate,Lower secondary,Married,Rented apartment,-9612,-2555,1,1,1,0,Managers,1,0
5008745,M,N,N,1,307500.0,Working,Secondary / secondary special,Married,House / apartment,-14758,-2758,1,1,0,0,Cleaning staff,3,0
5008746,F,Y,Y,1,231200.0,Working,Secondary / secondary special,Married,With parents,-19372,-3403,1,0,1,1,Cooking staff,3,1
5008747,F,Y,Y,1,202700.0,Commercial associate,Secondary / secondary special,Married,With parents,-14382,-4532,1,1,0,0,Medicine staff,3,0
5008748,F,Y,N,0,329800.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-22681,0,1,0,1,0,Cooking staff,2,0
5008749,F,N,N,0,223100.0,Working,Secondary / secondary special,Single / not married,With parents,-12468,-7515,1,0,0,1,Laborers,2,0
5008750,F,N,Y,3,312300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-25129,365243,1,0,0,0,Drivers,4,1
5008751,M,Y,N,0,371800.0,Working,Higher education,Married,House / apartment,-18303,-242,1,0,0,0,Secretaries,2,1
5008752,F,N,N,0,322300.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-17404,365243,1,1,0,0,Accountants,2,1
5008753,F,N,Y,0,142300.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11791,-3502,1,0,0,0,Drivers,1,0
5008754,M,N,N,1,203800.0,Working,Secondary / secondary special,Married,House / apartment,-16834,-5703,1,0,0,0,High skill tech staff,3,1
5008755,M,N,Y,0,220300.0,Working,Higher education,Single / not married,House / apartment,-23783,-2902,1,0,0,0,Accountants,1,1
5008756,M,N,Y,2,298800.0,Commercial associate,Lower secondary,Civil marriage,With parents,-8739,-6633,1,0,1,0,Secretaries,4,1
5008757,M,Y,N,1,237400.0,Working,Secondary / secondary special,Married,House / apartment,-19829,-5879,1,0,0,0,Waiters/barmen staff,2,1
5008758,M,Y,N,2,366500.0,Working,Higher education,Separated,House / apartment,-22184,-2984,1,0,0,0,Cleaning staff,4,0
5008759,M,N,Y,0,185700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14406,365243,1,0,1,0,Laborers,1,1
5008760,F,N,N,0,326500.0,Working,Secondary / secondary special,Married,House / apartment,-10643,0,1,0,1,0,Security staff,1,1
5008761,M,Y,Y,1,262200.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-24951,0,1,0,1,1,Realty agents,3,1
5008762,M,N,Y,0,202800.0,Working,Incomplete higher,Single / not married,House / apartment,-14483,-3527,1,0,0,0,Managers,1,0
5008763,F,Y,Y,0,261900.0,Working,Secondary / secondary special,Married,House / apartment,-24001,-764,1,1,1,0,Low-skill Laborers,1,1
5008764,M,Y,Y,1,464300.0,Working,Incomplete higher,Married,House / apartment,-12232,-1578,1,0,0,0,Realty agents,3,1
5008765,F,N,Y,1,253500.0,Pensioner,Higher education,Married,House / apartment,-12119,365243,1,0,0,0,Medicine staff,3,1
5008766,F,N,Y,2,223300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14691,365243,1,0,0,0,Drivers,4,1
5008767,F,Y,N,1,280500.0,Working,Higher education,Married,House / apartment,-23066,-3104,1,1,0,0,Secretaries,3,0
5008768,F,N,N,0,242500.0,Working,Secondary / secondary special,Married,House / apartment,-25076,-1261,1,1,0,1,Security staff,2,1
5008769,M,N,Y,2,199900.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-10766,365243,1,0,0,0,Medicine staff,4,0
5008770,M,Y,Y,3,213500.0,Working,Incomplete higher,Single / not married,House / apartment,-18144,-4630,1,1,0,0,Medicine staff,5,1
5008771,F,Y,N,0,76500.0,Working,Higher education,Married,House / apartment,-20020,0,1,0,0,1,Realty agents,2,0
5008772,F,Y,Y,0,439700.0,Working,Higher education,Married,House / apartment,-13752,-3015,1,0,1,0,Laborers,2,1
5008773,F,Y,Y,0,330000.0,Commercial associate,Higher education,Married,House / apartment,-14036,-355,1,0,0,0,Cleaning staff,2,1
5008774,F,Y,Y,1,116900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-24446,-4586,1,0,0,0,Laborers,3,0
5008775,M,Y,N,0,173700.0,Commercial associate,Higher education,Married,House / apartment,-22210,-2824,1,1,1,0,Security staff,1,1
5008776,F,Y,Y,0,201200.0,Pensioner,Higher education,Married,House / apartment,-12540,365243,1,1,1,0,HR staff,2,1
5008777,F,N,N,0,273100.0,Working,Secondary / secondary special,Married,House / apartment,-11492,-1184,1,0,0,0,High skill tech staff,2,1
5008778,F,Y,N,2,284500.0,Pensioner,Higher education,Separated,House / apartment,-12010,365243,1,0,0,1,Realty agents,4,1
5008779,M,Y,N,0,218900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12278,-2336,1,0,1,0,IT staff,2,0
5008780,F,N,N,0,182900.0,State servant,Secondary / secondary special,Married,Municipal apartment,-8121,-1026,1,0,0,0,Private service staff,1,1
5008781,M,Y,N,1,136600.0,Commercial associate,Higher education,Married,House / apartment,-23560,-2523,1,0,0,0,Managers,3,0
5008782,F,Y,N,2,281000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11902,365243,1,0,0,0,Accountants,4,0
5008783,M,N,Y,0,168800.0,Working,Secondary / secondary special,Married,House / apartment,-20803,-227,1,0,0,0,Laborers,2,1
5008784,F,N,N,0,279300.0,Working,Incomplete higher,Separated,House / apartment,-14865,-3612,1,0,0,0,HR staff,1,1
5008785,M,N,Y,0,365200.0,Working,Higher education,Married,House / apartment,-18423,-5975,1,0,0,0,Low-skill Laborers,2,1
5008786,F,N,Y,0,248200.0,Working,Secondary / secondary special,Married,House / apartment,-7740,-1747,1,1,0,0,Accountants,2,1
5008787,F,N,Y,0,157200.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-16676,365243,1,0,0,0,Private service staff,2,0
5008788,M,Y,N,0,89200.0,Working,Secondary / secondary special,Married,With parents,-9552,-2783,1,1,1,0,Cooking staff,2,0
5008789,F,Y,Y,0,134600.0,Working,Secondary / secondary special,Married,House / apartment,-21435,-2920,1,0,0,0,Waiters/barmen staff,1,1
5008790,F,N,Y,2,350000.0,Working,Secondary / secondary special,Married,House / apartment,-21001,-1637,1,1,0,0,Low-skill Laborers,4,1
5008791,F,Y,N,0,483200.0,Working,Secondary / secondary special,Married,With parents,-18557,-131,1,1,0,0,Sales staff,1,1
5008792,M,N,N,3,141900.0,Commercial associate,Lower secondary,Married,House / apartment,-12283,-311,1,0,0,0,Realty agents,5,1
5008793,F,Y,Y,0,258900.0,Working,Secondary / secondary special,Married,House / apartment,-20687,-1370,1,0,1,0,Medicine staff,1,1
5008794,F,Y,Y,0,299000.0,Working,Lower secondary,Married,Rented apartment,-21982,-4563,1,0,0,1,Sales staff,2,1
5008795,F,N,N,1,334400.0,Working,Secondary / secondary special,Married,House / apartment,-13118,-1776,1,1,0,0,Realty agents,3,0
5008796,F,N,N,2,579800.0,State servant,Higher education,Married,House / apartment,-19145,-695,1,0,1,0,Medicine staff,3,1
5008797,F,N,N,0,100400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22937,-654,1,0,1,1,Core staff,2,0
5008798,M,Y,Y,2,168800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16417,-1940,1,0,0,0,High skill tech staff,4,0
5008799,M,Y,Y,1,157400.0,Commercial associate,Secondary / secondary special,Married,With parents,-18199,-2430,1,0,0,0,Managers,3,0
5008800,M,N,N,0,385900.0,Working,Secondary / secondary special,Married,House / apartment,-14921,-1385,1,0,0,0,Waiters/barmen staff,2,0
5008801,M,Y,Y,1,301200.0,Commercial associate,Higher education,Married,House / apartment,-16776,-5129,1,1,1,0,Security staff,3,1
5008802,M,N,N,0,370500.0,Working,Secondary / secondary special,Separated,House / apartment,-7813,-5540,1,0,0,0,Realty agents,2,1
5008803,M,N,N,0,159400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12891,-1903,1,0,0,1,Sales staff,2,0
5008804,F,Y,Y,0,410900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24212,-1230,1,0,0,0,Realty agents,1,1
5008805,F,Y,N,0,273900.0,State servant,Secondary / secondary special,Married,House / apartment,-11168,-1767,1,1,0,0,Core staff,2,0
5008806,M,N,Y,0,172000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18622,-2827,1,0,1,0,Low-skill Laborers,2,0
5008807,F,Y,N,0,260700.0,Working,Secondary / secondary special,Married,House / apartment,-23391,-985,1,1,0,0,Sales staff,2,1
5008808,F,Y,Y,0,280800.0,Working,Higher education,Single / not married,House / apartment,-21003,-1107,1,0,0,1,Medicine staff,2,1
5008809,F,N,N,0,264300.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-24673,0,1,0,1,0,Realty agents,2,0
5008810,F,Y,Y,1,344200.0,Working,Secondary / secondary special,Married,House / apartment,-16356,-1767,1,0,0,1,Private service staff,2,1
5008811,F,N,Y,1,249200.0,Working,Secondary / secondary special,Married,House / apartment,-20866,-1096,1,0,0,0,HR staff,3,1
5008812,F,Y,Y,1,211900.0,Working,Secondary / secondary special,Married,House / apartment,-23484,-2041,1,0,0,0,High skill tech staff,3,1
5008813,F,Y,N,3,164200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12965,-399,1,0,0,0,Cooking staff,5,0
5008814,F,N,N,3,293100.0,Working,Secondary / secondary special,Married,House / apartment,-19603,-2557,1,0,0,0,Drivers,5,0
5008815,M,Y,N,0,288700.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-14686,-1658,1,0,1,1,Realty agents,1,0
5008816,F,N,N,0,184100.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-22213,-4475,1,0,1,0,Secretaries,1,1
5008817,F,Y,Y,1,253600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8730,365243,1,0,0,0,Managers,2,0
5008818,F,N,N,0,199000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15473,-4590,1,1,0,0,Waiters/barmen staff,2,0
5008819,F,N,Y,0,186700.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-9894,365243,1,1,1,0,Core staff,2,0
5008820,M,N,N,2,421900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12065,-940,1,0,0,0,Core staff,3,1
5008821,M,N,Y,0,184300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8569,-2420,1,0,0,0,Low-skill Laborers,2,1
5008822,F,Y,N,0,422700.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-24837,-4373,1,0,0,0,Medicine staff,2,1
5008823,F,Y,Y,1,286300.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19994,365243,1,0,0,0,Cleaning staff,2,1
5008824,F,N,Y,2,298700.0,Working,Secondary / secondary special,Married,House / apartment,-13316,-2071,1,1,1,0,Core staff,4,1
5008825,F,N,Y,2,169400.0,Commercial associate,Higher education,Married,House / apartment,-18400,-1159,1,0,0,1,Security staff,3,1
5008826,F,N,Y,2,382400.0,Working,Secondary / secondary special,Married,House / apartment,-21351,0,1,0,0,1,Core staff,4,1
5008827,F,N,Y,0,162600.0,Working,Incomplete higher,Married,House / apartment,-16592,-1533,1,1,0,1,Low-skill Laborers,1,1
5008828,M,Y,N,1,257300.0,Working,Secondary / secondary special,Married,House / apartment,-10539,-2510,1,0,1,0,Realty agents,3,0
5008829,F,Y,N,0,501700.0,Working,Secondary / secondary special,Married,House / apartment,-7968,-1000,1,0,0,0,Waiters/barmen staff,2,1
5008830,M,Y,N,3,232100.0,State servant,Secondary / secondary special,Married,With parents,-16514,0,1,0,0,0,Laborers,4,0
5008831,F,N,Y,0,195500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23915,365243,1,0,0,0,Sales staff,2,0
5008832,M,Y,N,0,202900.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-20057,-3204,1,0,1,0,Secretaries,1,1
5008833,F,Y,Y,3,197000.0,Working,Higher education,Married,House / apartment,-25066,-6290,1,1,0,0,Realty agents,4,1
5008834,M,N,N,1,180600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18668,-1852,1,0,0,0,Cooking staff,2,0
5008835,M,N,Y,0,331800.0,Working,Secondary / secondary special,Widow,House / apartment,-13204,-3033,1,0,1,0,Drivers,1,1
5008836,F,N,Y,0,290300.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10081,-2169,1,0,0,0,Secretaries,1,1
5008837,F,N,Y,0,229300.0,Commercial associate,Incomplete higher,Married,With parents,-21141,-2847,1,0,0,0,Cooking staff,2,0
5008838,M,N,Y,1,253000.0,Working,Higher education,Civil marriage,House / apartment,-23114,-2540,1,0,0,0,Laborers,2,1
5008839,F,Y,N,1,126200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15218,-2867,1,0,1,0,Core staff,2,0
5008840,M,N,Y,0,113300.0,Working,Secondary / secondary special,Married,House / apartment,-20996,-3017,1,0,0,0,Core staff,2,0
5008841,M,N,N,1,266200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8751,-3305,1,0,0,0,Cleaning staff,3,1
5008842,M,N,Y,0,177200.0,State servant,Higher education,Married,House / apartment,-17917,-1744,1,0,0,1,Sales staff,2,1
5008843,F,N,Y,3,343300.0,Working,Secondary / secondary special,Married,House / apartment,-9798,-2765,1,0,0,0,Laborers,4,1
5008844,F,Y,N,1,161400.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22599,365243,1,1,0,0,High skill tech staff,3,0
5008845,F,N,N,2,98800.0,State servant,Secondary / secondary special,Married,House / apartment,-9445,-2437,1,0,0,0,High skill tech staff,3,0
5008846,F,Y,N,0,136000.0,Working,Secondary / secondary special,Married,House / apartment,-11031,-4713,1,0,0,0,Core staff,1,0
5008847,F,Y,Y,2,262200.0,Working,Secondary / secondary special,Married,House / apartment,-25028,-4091,1,0,0,0,Waiters/barmen staff,3,0
5008848,F,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-24097,-280,1,0,0,0,Security staff,3,1
5008849,F,Y,N,0,236300.0,State servant,Secondary / secondary special,Married,House / apartment,-7904,-4474,1,0,0,0,Accountants,1,0
5008850,M,Y,Y,3,129700.0,Commercial associate,Higher education,Married,House / apartment,-24020,0,1,1,1,0,IT staff,5,0
5008851,M,N,Y,1,186700.0,Working,Secondary / secondary special,Married,House / apartment,-11194,-3751,1,0,0,0,Secretaries,2,0
5008852,M,Y,Y,4,231200.0,Working,Secondary / secondary special,Married,Rented apartment,-19671,-1388,1,0,0,0,Laborers,6,1
5008853,F,N,Y,1,279300.0,Working,Secondary / secondary special,Married,House / apartment,-23182,-1242,1,0,1,0,HR staff,3,1
5008854,F,Y,N,2,177000.0,Working,Secondary / secondary special,Married,House / apartment,-12869,0,1,0,0,0,Secretaries,3,1
5008855,M,N,N,0,199300.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-17707,365243,1,0,0,0,Low-skill Laborers,1,1
5008856,F,N,N,0,163700.0,State servant,Secondary / secondary special,Married,House / apartment,-8342,-3528,1,0,0,0,High skill tech staff,2,1
5008857,F,N,Y,0,187000.0,State servant,Secondary / secondary special,Married,House / apartment,-13092,-770,1,1,0,0,IT staff,1,1
5008858,M,N,N,1,223600.0,Working,Higher education,Married,House / apartment,-11896,-1362,1,0,0,1,High skill tech staff,2,1
5008859,M,N,Y,0,249700.0,State servant,Secondary / secondary special,Married,House / apartment,-10035,-2094,1,0,0,0,Low-skill Laborers,1,1
5008860,M,Y,N,0,279800.0,Working,Secondary / secondary special,Married,House / apartment,-13709,-459,1,0,1,0,Cooking staff,1,1
5008861,M,Y,Y,0,243800.0,Working,Higher education,Married,House / apartment,-19101,-4585,1,1,0,0,Laborers,2,1
5008862,F,N,N,3,166200.0,Working,Secondary / secondary special,Married,House / apartment,-9124,-1268,1,1,0,0,Sales staff,4,1
5008863,F,N,Y,1,228200.0,Commercial associate,Incomplete higher,Widow,House / apartment,-8940,-1876,1,0,0,1,Core staff,2,1
5008864,M,N,Y,0,405900.0,Working,Incomplete higher,Widow,House / apartment,-12828,-3741,1,0,1,1,Sales staff,1,1
5008865,F,N,Y,0,143400.0,Working,Higher education,Married,House / apartment,-18186,0,1,0,0,0,Waiters/barmen staff,2,0
5008866,M,N,Y,4,256100.0,Working,Incomplete higher,Married,House / apartment,-19600,-1161,1,1,0,0,High skill tech staff,6,1
5008867,M,Y,Y,0,380600.0,Working,Secondary / secondary special,Separated,House / apartment,-16679,-5441,1,0,1,0,Secretaries,2,1
5008868,M,Y,Y,1,218600.0,Working,Secondary / secondary special,Separated,House / apartment,-18547,-3609,1,0,1,0,Realty agents,3,1
5008869,F,N,Y,3,89100.0,Working,Secondary / secondary special,Married,House / apartment,-9137,-4718,1,0,1,1,Security staff,5,0
5008870,F,N,N,3,251300.0,Working,Higher education,Married,Office apartment,-20995,-3797,1,0,0,0,Private service staff,5,0
5008871,F,N,Y,0,213800.0,Working,Higher education,Married,House / apartment,-13363,-3359,1,0,0,0,Drivers,2,0
5008872,M,N,Y,1,283100.0,Working,Secondary / secondary special,Married,House / apartment,-12400,-2672,1,0,1,1,Realty agents,2,0
5008873,F,Y,Y,4,241800.0,Working,Secondary / secondary special,Married,House / apartment,-13779,-2984,1,0,0,0,Managers,6,1
5008874,M,N,N,0,186400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22991,-4673,1,0,0,0,Laborers,2,0
5008875,M,N,Y,1,167900.0,Working,Secondary / secondary special,Married,With parents,-23641,-4069,1,1,0,0,Cleaning staff,2,0
